mse_wav,mse_wav_q0,mse_wav_q1,mse_wav_q2,mse_wav_q3,samples,step
0.0029996106767794122,0.016901625,0.011808834,0.01974644,0.017424943,101,100
0.0013308390026213605,0.0036797684,0.003764783,0.004410537,0.004372091,201,200
0.0012655120092676954,0.003385488,0.0038740183,0.0037749913,0.004217063,301,300
0.001158894823747687,0.0031180836,0.0031773853,0.003907313,0.0033121684,401,400
0.0010645858681527906,0.0019123551,0.0028064135,0.003701474,0.003225033,501,500
0.0010776089190039774,0.0021364724,0.0025694093,0.0029232171,0.0028699087,601,600
0.0009854838027968074,0.0023134402,0.002352139,0.0025935133,0.0034445247,701,700
0.0010448223364073776,0.0019332179,0.0033389349,0.0030504873,0.0034522137,801,800
0.0009410942540853285,0.0018523089,0.0028500853,0.0022756457,0.0026737417,901,900
0.0008988608402432876,0.0016077089,0.0021836832,0.0022837531,0.0024328856,1001,1000
0.0009823651151964438,0.002296644,0.0018615768,0.0025132345,0.0026386934,1101,1100
